date,Google Play,WindowsUpdate,FacebookContent,HTTPS,BITS,Quic Obfuscated,YouTube,HTTP-Proxy,GoogleServices,YouTube Browsing,Google Photos,Other UDP,WhatsApp Transfer,byteoversea,Tik Tok,Generic CDN,MS Services,Samsung Cloud,Hispasat-RTP-Bansat-VoIP,Facebook,Kakao,STUN,WhatsApp Calls,RTP,HTTP,Garena Free,Other Quic Type II,WhatsApp,Google Search,MediaFire,CapCut,AmazonCloud,HTTP_Browsing,Facebook Video,Snapchat,Call Of Duty,Vungle,Google Push Notifications,HTTP_File_Transfer,Telegram,Advertisements,Liftoff,Microsoft Live Login,MineCraft,Mega,Analytics,TikTok Live,HTTP DownloadManager,EA Games,GoogleHangout RTP,HTTP_Streaming,NetFlix,GoogleDuo Calls,iTunes,OneDrive,NetFlix_Browsing,TLS with no SNI,HTTPS_Streaming,Pinterest,Wattpad,GoogleDuo,Google Translate,Gmail,Arena of Valor,Apple SoftwareUpdate,AppleServices,Other TCP,Adobe Creative Cloud,GoogleHangout
04-09 12:00,0.757267135,,,,,,0.201619888,,,0.021676479,,,,,0.222993962,,,,,,,,,,,,,,,1.459934631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-09 13:00,0.169608417,,0.008227825000000001,,,,0.101176581,,,,,,,,0.035853852,,,,,,,,,,,,,,,0.7679468400000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-09 14:00,0.00031417399999999996,,,0.0046191059999999996,,,,,0.001006102,,,0.001445021,0.008103118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-09 15:00,,,0.0009810560000000001,0.005089187,,,,,0.000923926,0.00025957100000000005,,0.0014024670000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-09 16:00,0.000596789,,,0.001126547,,,,,0.001087146,,,0.0014161400000000002,,,,0.00016962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-09 17:00,0.000492443,,,0.001146355,,,,,0.0007666169999999999,,,0.00142749,,,,,,,0.000145728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-09 18:00,,,,0.0008449439999999999,,,,,0.002483971,,,0.0013728990000000001,0.32622454400000006,,,,,,,,,,,,,,,0.000921414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-09 19:00,,,,0.0036569120000000004,,0.004531241,,,,,,0.00252548,,,0.243684849,,,,,,,,,,,,,,,,0.008948198000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-09 20:00,,,,0.000903605,,0.0073654160000000005,,,0.00140838,,,0.0013939339999999999,,,0.237574486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-09 21:00,,,,0.0008655790000000001,,0.011587918000000001,,,0.0015486739999999999,,,0.0014552640000000002,,,0.121430402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-09 22:00,0.00023438,,,0.0008040440000000001,,,,,0.000500738,,,0.001405751,,,,0.000147116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-09 23:00,0.000225356,,,0.0009756070000000001,,,,,0.001050339,,,0.0014117860000000002,,,,,,0.0003415839999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 00:00,0.0003678,,,0.0008629590000000001,,,,,0.001670838,,,0.0014181279999999998,,,,,,,0.000143165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 01:00,0.0005575760000000001,,,0.0010986860000000002,,,,,0.001168006,,,0.001429652,,,,,,,0.000144058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 02:00,0.000308645,,,0.001249499,,,,,0.00043597000000000004,0.00025912300000000005,,0.001388741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 03:00,0.000223415,,,0.00095361,,,,,0.000791327,,,0.001423522,,,,,,,0.000143741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 04:00,,,0.001517141,,,,,,0.002162007,,,0.0013936369999999999,0.123152613,,,,,,,0.001432269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 05:00,0.000685233,,,0.000845621,,,,,0.000891829,,,0.001372724,0.054826502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 06:00,,,0.026923080999999998,,,0.035905587,0.060019918000000005,,,,,,,,0.15780536,,,,,,,,,,,,,,,,,0.035443842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 07:00,,2.200229974,,0.400496994,,,,,,0.171700481,,,,,0.317965228,,,,,,,,,,,,,,,,,,0.076725765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 08:00,,2.9828700780000004,0.29615784900000003,0.391163564,,,0.24087930699999996,,,,,,,,0.21143644199999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 09:00,,1.55854521,0.072693735,0.316238069,,,1.7555488390000002,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05323534800000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 10:00,0.184276584,,,0.7749428759999999,,0.170848086,1.001776696,,,,,,0.124387451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 11:00,,,,0.43976075,,0.168678947,,,,,,,0.113041209,,0.300507089,,,,,,,,,,,0.41166589800000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 12:00,0.07090629,,,0.210573573,,,,,,,,,,,0.156212987,,,,,,,,,,,0.023974977999999997,,,,,,,,,0.020692964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 13:00,,,0.002422551,0.075971211,,,,,0.002074385,,,,,,0.200657907,,,,,0.0016232230000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 14:00,,,,0.067811382,,0.009432409,,,,,,,0.008370283,,0.04795255,,,,,,,,,,,,,,,,,,,,,0.094293848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 15:00,,,,0.126591308,,0.053411861000000005,,,0.04029124099999999,,,,,,0.13716894400000001,,,,,0.070312073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 16:00,,,,,,0.164046701,0.28384117600000003,,,,,,,,0.087987937,,0.068862329,,,0.079323637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 17:00,,,0.055645832,0.03916558,,0.013436374,,,,,,,,,,,,,,0.024333524000000002,,,,,,,,,,,,,,,,,0.011422093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 18:00,,,,0.02361764,,,,,0.0021879049999999995,,,,0.004529325000000001,,0.14620148800000002,,,,,,,0.009316449000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 19:00,0.0006894360000000001,,,0.028031681,,,,,0.0018362780000000002,,,0.001525317,,,0.23634494400000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 20:00,,,,0.025493924,,,,,0.000883251,,,0.001375404,,,0.205737211,,,,,,,,,,,,0.002712173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 21:00,0.00045918200000000004,,,0.024528919,,,,,0.000524001,,,0.001399113,,,0.024211038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 22:00,0.0008567310000000001,,,0.037593227,,,,,0.002043006,,,0.001422309,,,,,,0.000219255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09 23:00,0.0007371140000000001,,,0.05263202,,,,,0.001766266,0.000263117,,0.00138824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-09 00:00,0.00029907400000000003,,,0.179153669,,,,,0.001643491,,,0.001415592,,,,0.00015127199999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-09 01:00,0.000654024,,,0.581010734,,,0.000187548,,0.0017531260000000003,,,0.001512576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-09 02:00,0.000277618,,,0.6277884890000001,,,,,0.0011371130000000001,,,0.001411375,,,,0.00015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-09 03:00,,,,0.791685958,,,,,0.00100874,0.000557794,,0.001432818,,,,0.000284209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-09 04:00,0.000294899,,,0.876015094,,,,,0.00031174899999999995,,,0.0014132139999999999,,,,0.00033606200000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-09 05:00,0.0006148179999999999,,,0.6750446019999999,,,,,0.000768276,,,0.001416911,,,,,,,,,,,,,,,,,,,,,,,,,,0.000163256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-09 06:00,,,,0.7286133450000001,,0.0033882810000000004,,,0.005437995,0.0055276810000000004,,,,,0.099408072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-09 07:00,0.062899442,1.1620142409999998,0.048530553,0.843481243,,0.5411432589999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-09 08:00,,0.210159032,0.029221197000000004,1.399526722,,0.309661162,,,,,,,,,0.09515125599999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-09 09:00,,0.065711469,0.127628402,2.286899998,,0.050262107,,,,,,,,,0.101278181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
